FS_WITH_BEST_MCC	400
STEP	MCC	MCC_MIN	MCC_MAX	SENS	SENS_MIN	SENS_MAX	SPEC	SPEC_MIN	SPEC_MAX	PPV	PPV_MIN	PPV_MAX	NPV	NPV_MIN	NPV_MAX	AUC	AUC_MIN	AUC_MAX	ACC	ACC_MIN	ACC_MAX	DOR	DOR_MIN	DOR_MAX	DOR_APPROX
20	0.93420099809124157	0.91659400127507984	0.94990870318276432	0.96545454545454523	0.95090909090909082	0.97999999999999987	0.97356923076923063	0.96492307692307677	0.98209230769230726	0.94434032634032616	0.92636829836829815	0.9617249417249415	0.98562299552299537	0.97948595848595832	0.99166743996743989	0.99436363636363623	0.99091188811188802	0.99688111888111863	0.97117117117117113	0.96360360360360364	0.97816816816816798	inf	inf	inf	1029.4326940751055
30	0.93464870240790243	0.9189146203632419	0.95083349033983311	0.95999999999999952	0.94181818181818178	0.97636363636363621	0.97664615384615361	0.96950769230769207	0.98359999999999981	0.94973659673659649	0.93449184149184139	0.96482983682983647	0.98356115251287646	0.97630749021093832	0.99019080179080166	0.9945174825174824	0.99102377622377613	0.99739300699300704	0.97169669669669645	0.96512012012012005	0.97864864864864842	inf	inf	inf	1003.6679841897003
40	0.93182931315871498	0.91474812311319598	0.94775431819569012	0.95454545454545425	0.93818181818181789	0.96909090909090889	0.97744615384615363	0.96969230769230752	0.98504615384615379	0.95102564102564102	0.9347086247086247	0.96722610722610691	0.98113097273097227	0.97434399674399641	0.98714008954008947	0.9931132867132868	0.98885314685314696	0.99653146853146868	0.97064564564564559	0.96358858858858898	0.97720720720720744	inf	inf	inf	910.10504774896185
50	0.92921434715022799	0.91414510202917532	0.94384273807655528	0.95272727272727242	0.9363636363636364	0.96727272727272695	0.97664615384615361	0.96963076923076885	0.98359999999999981	0.94922377622377607	0.93381351981351979	0.96390442890442884	0.98032869352869312	0.9736887260887257	0.9860809116809115	0.99425454545454528	0.98999160839160838	0.99754965034965037	0.96953453453453453	0.96307807807807821	0.97590090090090087	inf	inf	inf	842.82375595417636
60	0.93764392322029011	0.92327911376939797	0.95127373689368189	0.95636363636363608	0.93999999999999995	0.97090909090909061	0.980553846153846	0.97504615384615378	0.98670769230769229	0.95686247086247045	0.94432867132867104	0.97042424242424219	0.98192641432641392	0.97562067562067523	0.9878609686609684	0.99236363636363623	0.98796363636363593	0.996206993006993	0.97336336336336327	0.96740240240240227	0.97926426426426416	inf	inf	inf	1105.1271097046249
70	0.9451384447126604	0.92924545608190623	0.95955607057397596	0.95999999999999974	0.94545454545454521	0.97272727272727266	0.98369230769230753	0.97753846153846102	0.98923076923076902	0.96352913752913727	0.95046853146853127	0.97628671328671313	0.98338803418803378	0.97740512820512782	0.98871566951566947	0.99278601398601385	0.98866573426573412	0.99641398601398601	0.97662162162162147	0.97009009009009006	0.98261261261261257	inf	inf	inf	1447.6981132075232
80	0.94775576465888334	0.93210950699737727	0.96184117040747796	0.95999999999999974	0.94545454545454521	0.97272727272727266	0.9852615384615383	0.97913846153846118	0.99076923076923062	0.96716550116550093	0.95407226107226084	0.97990909090909084	0.98344729344729298	0.97746438746438713	0.98877492877492856	0.99313566433566403	0.98893706293706285	0.9967720279720278	0.97771771771771787	0.97124624624624634	0.98369369369369364	inf	inf	inf	1604.3924843423513
90	0.95287096996931464	0.93850604591485398	0.96577987493287276	0.96545454545454523	0.95090909090909082	0.97818181818181815	0.98603076923076916	0.98055384615384578	0.99147692307692281	0.96890909090909061	0.9559696969696968	0.98090909090909095	0.98566951566951533	0.97971509971509929	0.9909971509971508	0.99348531468531442	0.98963636363636354	0.99691188811188791	0.97987987987988001	0.97388888888888914	0.98533033033033035	inf	inf	inf	1972.6902388128672
100	0.9517554004179466	0.93738379688722651	0.96565716060999574	0.96545454545454523	0.95090909090909082	0.97818181818181815	0.98523076923076913	0.97904615384615368	0.99138461538461531	0.96749883449883423	0.95455944055944042	0.98069696969696951	0.98566951566951533	0.97971509971509929	0.9909971509971508	0.99310769230769225	0.98909370629370619	0.99653146853146879	0.97932432432432448	0.97328828828828851	0.98527027027027014	inf	inf	inf	1864.3223684210275
200	0.95448446827467082	0.93916178564275588	0.96740753873194707	0.97090909090909061	0.9563636363636363	0.98363636363636342	0.98446153846153839	0.97821538461538426	0.98993846153846154	0.96598368298368276	0.95214918414918426	0.97833333333333317	0.98794871794871786	0.98196581196581167	0.99321937321937315	0.99544335664335648	0.99249510489510495	0.99790209790209805	0.98042042042042066	0.97397897897897934	0.98593093093093098	inf	inf	inf	2114.5210396039279
300	0.95982986368512313	0.94897892616954027	0.97015236447272368	0.97818181818181782	0.96727272727272706	0.98909090909090891	0.98449230769230756	0.97898461538461523	0.98990769230769204	0.96636363636363609	0.95439393939393913	0.97803030303030281	0.99093789173789149	0.98637948717948687	0.99538233618233618	0.99733986013985998	0.99510489510489497	0.99901818181818158	0.98261261261261301	0.97776276276276308	0.98702702702702727	inf	inf	inf	2846.2050264549525
400	0.96239130813587215	0.95005331201872378	0.9737265819574894	0.98363636363636342	0.97454545454545427	0.99272727272727268	0.9837230769230767	0.97830769230769177	0.98913846153846141	0.96454545454545426	0.95272727272727253	0.97636363636363643	0.99313162393162369	0.98922165242165216	0.9969492877492877	0.99846153846153829	0.99720279720279725	0.99944055944055943	0.98369369369369375	0.97830330330330351	0.98855855855855879	inf	inf	inf	3632.9155639570527
500	0.95417950701722143	0.94022347622785718	0.9677497517501531	0.98363636363636342	0.97454545454545427	0.99272727272727268	0.97833846153846127	0.97129230769230746	0.98606153846153821	0.95364801864801851	0.93860139860139835	0.96954545454545438	0.99307236467236459	0.989105413105413	0.99692079772079767	0.99664335664335657	0.99335664335664342	0.99930069930069931	0.97990990990991012	0.97394894894894901	0.98584084084084078	inf	inf	inf	2714.9046717171004
600	0.95288431000552476	0.93837353110889199	0.96771158327930218	0.98181818181818159	0.97090909090909061	0.99272727272727257	0.9783076923076921	0.97129230769230757	0.98535384615384569	0.95364801864801829	0.93900932400932391	0.96854312354312344	0.99238453398453386	0.98770761090761083	0.99686153846153847	0.99671328671328641	0.99342657342657337	0.99937062937062937	0.97935435435435436	0.97288288288288316	0.985855855855856	inf	inf	inf	2435.3617021276045
700	0.94939532292904039	0.93310291650439614	0.96494690142071216	0.98363636363636342	0.97454545454545427	0.99272727272727268	0.97516923076923046	0.96729230769230756	0.98369230769230753	0.94736596736596734	0.93134032634032626	0.96510489510489517	0.99297749287749282	0.98891082621082615	0.99688746438746423	0.99346293706293698	0.98909650349650358	0.99747972027972021	0.97770270270270276	0.97021021021021014	0.98472972972972983	inf	inf	inf	2360.7205011702526
800	0.95224094426673478	0.93450022323995985	0.96868140625991483	0.98363636363636342	0.97454545454545427	0.99272727272727268	0.97673846153846144	0.9674769230769229	0.98523076923076902	0.95154678654678659	0.93326839826839814	0.96869463869463857	0.99293413848631251	0.98878760064412252	0.99685925925925933	0.99136223776223775	0.98527552447552447	0.99653986013986018	0.97879879879879883	0.97066066066066081	0.98590090090090099	inf	inf	inf	2524.0305702527485
900	0.9380410086123645	0.91928611015694461	0.95492893692145708	0.98545454545454536	0.97454545454545438	0.9945454545454544	0.96664615384615371	0.95673846153846109	0.97658461538461505	0.9308824508824507	0.91206793206793169	0.95013986013985996	0.99361305586522974	0.98901191626409013	0.99753333333333327	0.98496503496503496	0.97863496503496494	0.99163356643356659	0.97226726726726753	0.96366366366366363	0.9798948948948949	inf	inf	inf	1963.4999999999789
1000	0.93074231048040734	0.91159673092074955	0.94922763497862561	0.98363636363636342	0.97272727272727255	0.99272727272727268	0.96283076923076916	0.95366153846153812	0.97212307692307665	0.92280552780552771	0.90503996003996012	0.94185314685314681	0.99275379660597063	0.98810052025269424	0.99679743589743586	0.98451748251748239	0.97802237762237765	0.99094545454545457	0.9690390390390391	0.96037537537537498	0.97720720720720722	inf	inf	inf	1557.116629874884
2000	0.91056411468627241	0.88769049605732464	0.93237250774973812	0.98545454545454536	0.97454545454545438	0.9945454545454544	0.94723076923076899	0.93421538461538445	0.96055384615384598	0.89588511488511513	0.87195104895104858	0.92119513819513787	0.99352302737520137	0.988825925925926	0.99753043478260861	0.97815104895104876	0.97100699300699289	0.98556363636363631	0.95866366366366362	0.94783783783783793	0.96902402402402421	inf	inf	inf	1216.1421282798694
3000	0.90603548247848698	0.88453256531856383	0.92834247802188652	0.98909090909090902	0.97999999999999987	0.99636363636363623	0.94175384615384605	0.92843076923076895	0.95566153846153834	0.88722119547119571	0.86242307692307696	0.91317224442224443	0.9951476042476044	0.99106187516187516	0.99842592592592594	0.97905454545454551	0.97166433566433563	0.98675804195804173	0.95594594594594584	0.94519519519519535	0.96633633633633653	inf	inf	inf	1465.9454129247986
3964	0.90201207065171507	0.88053011782965196	0.92548850352576539	0.98909090909090902	0.97999999999999987	0.99636363636363623	0.93867692307692296	0.92489230769230746	0.95341538461538433	0.88240567765567801	0.85750824175824192	0.90931043956043967	0.99508060313277713	0.99093116673986248	0.99840000000000007	0.97633006993006988	0.96723076923076912	0.98557482517482531	0.95378378378378359	0.94343843843843811	0.96510510510510528	inf	inf	inf	1387.8414450576902
